street_clean,city_clean,State,Zip,price,bedrooms,baths_label,bed_bath,sqft_living,price_per_sqft,lot_acres,waterfront_flag,basement_flag,view_label,condition_label,home_age,yr_renovated,years_since_update,floors,date,bathrooms,sqft_total_check,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,street,city,statezip
3713 Sw Sullivan St,Seattle,WA,98126,"$445,000",4,1 3/4,4 bd | 1.75 ba,"1,990",$224,0,No,Yes,None,Good,81,0,81,1.5,5/29/2014,1.75,"1,990","4,725",0,0,4,"1,190",800,1944,3713 SW Sullivan St,Seattle,WA 98126
908 Sw Austin St,Seattle,WA,98106,"$445,000",4,2 1/2,4 bd | 2.5 ba,"2,340",$190,0,No,No,None,Average,17,0,17,2,6/5/2014,2.50,"2,340","3,784",0,0,3,"2,340",0,2008,908 SW Austin St,Seattle,WA 98106
6444 Carleton Ave S,Seattle,WA,98108,"$445,000",5,1 3/4,5 bd | 1.75 ba,"2,460",$181,0,No,Yes,None,Excellent,114,1984,41,1.5,6/12/2014,1.75,"2,460","6,846",0,0,5,"1,340","1,120",1911,6444 Carleton Ave S,Seattle,WA 98108
8244 40Th Ave Ne,Seattle,WA,98115,"$445,000",3,1  ,3 bd | 1. ba,"1,050",$424,0,No,Yes,None,Good,78,1988,37,1,6/12/2014,1.00,"1,050","5,664",0,0,4,910,140,1947,8244 40th Ave NE,Seattle,WA 98115
17849 149Th Ave Ne,Woodinville,WA,98072,"$445,000",3,2 1/4,3 bd | 2.25 ba,"1,990",$224,0,No,No,None,Average,41,0,41,2,5/16/2014,2.25,"1,990","7,340",0,0,3,"1,990",0,1984,17849 149th Ave NE,Woodinville,WA 98072
2821 Ne 16Th St,Renton,WA,98056,"$444,845",3,2 1/2,3 bd | 2.5 ba,"1,600",$278,0,No,No,None,Average,12,1923,102,2,5/7/2014,2.50,"1,600","3,573",0,0,3,"1,600",0,2013,2821 NE 16th St,Renton,WA 98056
4290 326Th Ave Ne,Carnation,WA,98014,"$443,500",4,2 1/2,4 bd | 2.5 ba,"2,040",$217,1,No,No,None,Average,31,0,31,2,6/20/2014,2.50,"2,040","21,781",0,0,3,"2,040",0,1994,4290 326th Ave NE,Carnation,WA 98014
14808 104Th Ave Ne,Bothell,WA,98011,"$443,000",3,2 1/4,3 bd | 2.25 ba,"1,920",$231,0,No,No,None,Good,36,0,36,2,7/9/2014,2.25,"1,920","8,223",0,0,4,"1,920",0,1989,14808 104th Ave NE,Bothell,WA 98011
814 20Th Ave S,Seattle,WA,98144,"$443,000",5,1 3/4,5 bd | 1.75 ba,"1,650",$268,0,No,No,None,Average,123,0,123,1.5,7/7/2014,1.75,"1,650","3,000",0,0,3,"1,650",0,1902,814 20th Ave S,Seattle,WA 98144
3423 33Rd Ave W,Seattle,WA,98199,"$442,900",4,1 3/4,4 bd | 1.75 ba,"1,780",$249,0,No,Yes,None,Good,82,0,82,1,6/21/2014,1.75,"1,780","2,788",0,0,4,890,890,1943,3423 33rd Ave W,Seattle,WA 98199
27518 Ne 147Th Ln,Duvall,WA,98019,"$442,500",4,2 1/2,4 bd | 2.5 ba,"2,170",$204,0,No,No,None,Average,33,0,33,2,6/9/2014,2.50,"2,170","14,024",0,0,3,"2,170",0,1992,27518 NE 147th Ln,Duvall,WA 98019
13832 125Th Ave Ne,Kirkland,WA,98034,"$442,500",3,1 3/4,3 bd | 1.75 ba,"1,600",$277,0,No,Yes,None,Average,48,2004,21,1,6/23/2014,1.75,"1,600","10,280",0,0,3,"1,050",550,1977,13832 125th Ave NE,Kirkland,WA 98034
17110-17116 146Th Ave Se,Renton,WA,98058,"$442,500",3,1 3/4,3 bd | 1.75 ba,"1,800",$246,0,No,No,None,Average,58,2011,14,1,5/19/2014,1.75,"1,800","10,200",0,0,3,"1,800",0,1967,17110-17116 146th Ave SE,Renton,WA 98058
4508 Ne 26Th Ct,Renton,WA,98059,"$442,000",4,2 1/2,4 bd | 2.5 ba,"2,520",$175,0,No,No,None,Average,35,2009,16,2,6/23/2014,2.50,"2,520","7,253",0,0,3,"2,520",0,1990,4508 NE 26th Ct,Renton,WA 98059
1740 216Th Pl Ne,Sammamish,WA,98074,"$442,000",4,2 1/4,4 bd | 2.25 ba,"2,080",$213,0,No,Yes,None,Good,46,0,46,1,5/21/2014,2.25,"2,080","12,007",0,0,4,"1,220",860,1979,1740 216th Pl NE,Sammamish,WA 98074
14413 88Th Ave Ne,Kirkland,WA,98034,"$441,000",3,2 3/4,3 bd | 2.75 ba,"1,910",$231,0,No,Yes,None,Average,46,2014,11,1,6/20/2014,2.75,"1,910","7,280",0,0,3,"1,160",750,1979,14413 88th Ave NE,Kirkland,WA 98034
6008 8Th Ave Ne,Seattle,WA,98115,"$441,000",2,1 1/2,2 bd | 1.5 ba,"1,190",$371,0,No,Yes,None,Average,106,2001,24,1,6/30/2014,1.50,"1,190","3,400",0,0,3,990,200,1919,6008 8th Ave NE,Seattle,WA 98115
5256 42Nd Ave Sw,Seattle,WA,98136,"$440,825",3,1 3/4,3 bd | 1.75 ba,"1,980",$223,0,No,Yes,Fair,Excellent,115,0,115,1,6/5/2014,1.75,"1,980","6,250",0,1,5,"1,090",890,1910,5256 42nd Ave SW,Seattle,WA 98136
4319 Sw Brandon St,Seattle,WA,98136,"$440,825",3,1 3/4,3 bd | 1.75 ba,"2,150",$205,0,No,Yes,None,Average,69,2001,24,1,5/16/2014,1.75,"2,150","4,333",0,0,3,"1,200",950,1956,4319 SW Brandon St,Seattle,WA 98136
34214 Se Carmichael St,Snoqualmie,WA,98065,"$440,500",3,2 1/2,3 bd | 2.5 ba,"2,460",$179,0,No,No,None,Average,18,0,18,2,5/24/2014,2.50,"2,460","4,399",0,0,3,"2,460",0,2007,34214 SE Carmichael St,Snoqualmie,WA 98065
12216 Greenwood Ave N,Seattle,WA,98133,"$440,150",2,1  ,2 bd | 1. ba,"1,110",$397,0,No,Yes,None,Excellent,78,0,78,1,6/2/2014,1.00,"1,110","6,800",0,0,5,"1,000",110,1947,12216 Greenwood Ave N,Seattle,WA 98133
17705 3Rd Pl Sw,Normandy Park,WA,98166,"$440,000",3,1 3/4,3 bd | 1.75 ba,"2,000",$220,0,No,Yes,Good,Good,68,2001,24,1,6/24/2014,1.75,"2,000","9,900",0,2,4,"1,480",520,1957,17705 3rd Pl SW,Normandy Park,WA 98166
9700 174Th Ave Se,Renton,WA,98059,"$440,000",3,2  ,3 bd | 2. ba,"1,860",$237,5,No,No,Good,Average,27,2006,19,2,7/8/2014,2.00,"1,860","217,800",0,2,3,"1,860",0,1998,9700 174th Ave SE,Renton,WA 98059
12211 Se 65Th St,Bellevue,WA,98006,"$440,000",4,2 1/4,4 bd | 2.25 ba,"2,160",$204,0,No,Yes,None,Average,59,1913,112,1,5/2/2014,2.25,"2,160","8,119",0,0,3,"1,080","1,080",1966,12211 SE 65th St,Bellevue,WA 98006
2434 Sw 170Th St,Burien,WA,98166,"$440,000",3,1 3/4,3 bd | 1.75 ba,"2,030",$217,0,No,No,None,Good,72,1983,42,1,6/25/2014,1.75,"2,030","17,100",0,0,4,"2,030",0,1953,2434 SW 170th St,Burien,WA 98166
749 Mountain View Pl Sw,Issaquah,WA,98027,"$440,000",4,2 1/2,4 bd | 2.5 ba,"2,560",$172,0,No,Yes,None,Good,60,0,60,1,5/23/2014,2.50,"2,560","10,400",0,0,4,"1,280","1,280",1965,749 Mountain View Pl SW,Issaquah,WA 98027
14114 75Th Ave Ne,Kirkland,WA,98034,"$440,000",4,2  ,4 bd | 2. ba,"1,450",$303,0,No,No,None,Good,63,0,63,1.5,6/17/2014,2.00,"1,450","8,400",0,0,4,"1,450",0,1962,14114 75th Ave NE,Kirkland,WA 98034
15118 119Th Ave Ne,Kirkland,WA,98034,"$440,000",3,2 3/4,3 bd | 2.75 ba,"1,560",$282,0,No,Yes,None,Excellent,53,0,53,1,6/12/2014,2.75,"1,560","7,392",0,0,5,"1,030",530,1972,15118 119th Ave NE,Kirkland,WA 98034
14450 105Th Ct Ne,Kirkland,WA,98034,"$440,000",4,2 1/4,4 bd | 2.25 ba,"2,010",$219,0,No,Yes,None,Average,51,0,51,1,6/13/2014,2.25,"2,010","7,575",0,0,3,"1,220",790,1974,14450 105th Ct NE,Kirkland,WA 98034
8919 Ne 142Nd Way,Kirkland,WA,98034,"$440,000",3,1 3/4,3 bd | 1.75 ba,"1,560",$282,0,No,Yes,None,Average,42,2009,16,1,6/23/2014,1.75,"1,560","7,207",0,0,3,"1,250",310,1983,8919 NE 142nd Way,Kirkland,WA 98034
20111 47Th Ave Ne,Lake Forest Park,WA,98155,"$440,000",4,2 1/2,4 bd | 2.5 ba,"2,160",$204,0,No,Yes,None,Good,49,1992,33,1,6/26/2014,2.50,"2,160","7,826",0,0,4,"1,390",770,1976,20111 47th Ave NE,Lake Forest Park,WA 98155
19311 47Th Ave Ne,Lake Forest Park,WA,98155,"$440,000",4,2 3/4,4 bd | 2.75 ba,"2,340",$188,0,No,Yes,None,Average,58,2011,14,1,6/2/2014,2.75,"2,340","11,034",0,0,3,"1,720",620,1967,19311 47th Ave NE,Lake Forest Park,WA 98155
43105 Se 149Th St,North Bend,WA,98045,"$440,000",3,2 1/4,3 bd | 2.25 ba,"1,680",$262,1,No,No,None,Good,36,0,36,2,6/3/2014,2.25,"1,680","57,063",0,0,4,"1,680",0,1989,43105 SE 149th St,North Bend,WA 98045
9319 167Th Ave Ne,Redmond,WA,98052,"$440,000",3,1 3/4,3 bd | 1.75 ba,"1,170",$376,0,No,No,None,Good,57,0,57,1,6/19/2014,1.75,"1,170","8,740",0,0,4,"1,170",0,1968,9319 167th Ave NE,Redmond,WA 98052
5120 Ne 23Rd St,Renton,WA,98059,"$440,000",4,2 1/2,4 bd | 2.5 ba,"2,250",$196,0,No,No,None,Average,36,0,36,2,6/26/2014,2.50,"2,250","7,526",0,0,3,"2,250",0,1989,5120 NE 23rd St,Renton,WA 98059
6411 22Nd Ave Nw,Seattle,WA,98107,"$440,000",2,1 1/2,2 bd | 1.5 ba,"1,010",$436,0,No,No,None,Excellent,119,0,119,1.5,5/19/2014,1.50,"1,010","1,968",0,0,5,"1,010",0,1906,6411 22nd Ave NW,Seattle,WA 98107
7006 46Th Ave Sw,Seattle,WA,98136,"$440,000",3,1  ,3 bd | 1. ba,"1,210",$364,0,No,No,None,Good,115,0,115,1.5,6/12/2014,1.00,"1,210","5,750",0,0,4,"1,210",0,1910,7006 46th Ave SW,Seattle,WA 98136
9608 Roosevelt Way Ne,Seattle,WA,98115,"$440,000",3,1 1/2,3 bd | 1.5 ba,"1,270",$346,0,No,No,None,Average,18,0,18,3,5/20/2014,1.50,"1,270","1,443",0,0,3,"1,270",0,2007,9608 Roosevelt Way NE,Seattle,WA 98115
4507 Linden Ave N,Seattle,WA,98103,"$440,000",3,1 1/2,3 bd | 1.5 ba,"1,290",$341,0,No,No,None,Average,25,0,25,3,6/10/2014,1.50,"1,290","1,286",0,0,3,"1,290",0,2000,4507 Linden Ave N,Seattle,WA 98103
4231 Powell Pl S,Seattle,WA,98108,"$440,000",3,1 1/2,3 bd | 1.5 ba,"2,120",$208,0,No,Yes,None,Good,76,1985,40,1,6/26/2014,1.50,"2,120","6,290",0,0,4,"1,220",900,1949,4231 Powell Pl S,Seattle,WA 98108
12220 Phinney Ave N,Seattle,WA,98133,"$440,000",3,1  ,3 bd | 1. ba,"1,710",$257,0,No,Yes,None,Good,99,1993,32,1.5,6/12/2014,1.00,"1,710","6,556",0,0,4,"1,200",510,1926,12220 Phinney Ave N,Seattle,WA 98133
5501 37Th Ave Ne,Seattle,WA,98105,"$440,000",2,1 3/4,2 bd | 1.75 ba,"1,300",$338,0,No,No,None,Average,77,1994,31,2,5/20/2014,1.75,"1,300","4,000",0,0,3,"1,300",0,1948,5501 37th Ave NE,Seattle,WA 98105
13749 1St Ave Ne,Seattle,WA,98125,"$440,000",3,1 3/4,3 bd | 1.75 ba,"2,240",$196,0,No,Yes,None,Average,77,1994,31,1,6/9/2014,1.75,"2,240","8,153",0,0,3,"1,120","1,120",1948,13749 1st Ave NE,Seattle,WA 98125
6057-6061 50Th Ave Sw,Seattle,WA,98136,"$440,000",3,1  ,3 bd | 1. ba,"1,050",$419,0,No,No,None,Average,125,2005,20,1,6/5/2014,1.00,"1,050","7,500",0,0,3,"1,050",0,1900,6057-6061 50th Ave SW,Seattle,WA 98136
4527 48Th Ave Sw,Seattle,WA,98116,"$440,000",4,1 1/2,4 bd | 1.5 ba,"1,770",$249,0,No,No,None,Average,78,2012,13,2,6/26/2014,1.50,"1,770","5,750",0,0,3,"1,770",0,1947,4527 48th Ave SW,Seattle,WA 98116
3934 S Hudson St,Seattle,WA,98118,"$440,000",2,1  ,2 bd | 1. ba,"1,230",$358,0,No,Yes,None,Average,119,2014,11,1,6/3/2014,1.00,"1,230","6,600",0,0,3,"1,130",100,1906,3934 S Hudson St,Seattle,WA 98118
34604 Cottonwood Dr Se,Snoqualmie,WA,98065,"$440,000",4,2 1/2,4 bd | 2.5 ba,"2,410",$183,0,No,No,None,Average,25,0,25,2,6/18/2014,2.50,"2,410","4,780",0,0,3,"2,410",0,2000,34604 Cottonwood Dr SE,Snoqualmie,WA 98065
3433 21St Ave W,Seattle,WA,98199,"$439,990",3,2 1/2,3 bd | 2.5 ba,"1,930",$228,0,No,Yes,None,Average,20,0,20,2,7/3/2014,2.50,"1,930","1,348",0,0,3,"1,300",630,2005,3433 21st Ave W,Seattle,WA 98199
313 Mt Baker Pl Ne,Renton,WA,98059,"$439,950",4,2 1/2,4 bd | 2.5 ba,"2,380",$185,0,No,No,None,Average,23,0,23,2,5/23/2014,2.50,"2,380","12,067",0,0,3,"2,380",0,2002,313 Mt Baker Pl NE,Renton,WA 98059
31103 Se 85Th Pl,Preston,WA,98050,"$439,900",2,2  ,2 bd | 2. ba,"1,410",$312,0,No,No,None,Excellent,116,1988,37,1.5,6/2/2014,2.00,"1,410","12,282",0,0,5,"1,410",0,1909,31103 SE 85th Pl,Preston,WA 98050
15524 Se 9Th St,Bellevue,WA,98007,"$439,800",3,1 1/2,3 bd | 1.5 ba,"1,120",$393,0,No,No,None,Excellent,69,0,69,1,6/2/2014,1.50,"1,120","6,900",0,0,5,"1,120",0,1956,15524 SE 9th St,Bellevue,WA 98007
14710 255Th Ave Se,Issaquah,WA,98027,"$439,500",3,2 1/2,3 bd | 2.5 ba,"2,050",$214,1,No,Yes,None,Good,48,0,48,1,6/22/2014,2.50,"2,050","40,003",0,0,4,"1,570",480,1977,14710 255th Ave SE,Issaquah,WA 98027
3401-3599 Arapahoe Pl W,Seattle,WA,98199,"$439,333",3,3 1/2,3 bd | 3.5 ba,"3,020",$145,0,No,Yes,None,Average,71,2004,21,2,5/6/2014,3.50,"3,020","4,082",0,0,3,"2,080",940,1954,3401-3599 Arapahoe Pl W,Seattle,WA 98199
18719 129Th Ct Ne,Bothell,WA,98011,"$439,000",4,2 1/4,4 bd | 2.25 ba,"2,570",$171,0,No,No,None,Average,45,0,45,2,7/8/2014,2.25,"2,570","9,503",0,0,3,"2,570",0,1980,18719 129th Ct NE,Bothell,WA 98011
16103 Kelly Rd Ne,Duvall,WA,98019,"$439,000",3,2  ,3 bd | 2. ba,"2,010",$218,6,No,Yes,None,Average,22,0,22,2,5/20/2014,2.00,"2,010","251,341",0,0,3,"1,510",500,2003,16103 Kelly Rd NE,Duvall,WA 98019
14206 119Th Ave Ne,Kirkland,WA,98034,"$439,000",4,2  ,4 bd | 2. ba,"1,560",$281,0,No,No,None,Good,57,0,57,1,7/10/2014,2.00,"1,560","7,500",0,0,4,"1,560",0,1968,14206 119th Ave NE,Kirkland,WA 98034
2813 Ne 4Th Ct,Renton,WA,98056,"$439,000",3,2 1/2,3 bd | 2.5 ba,"3,180",$138,0,No,Yes,None,Average,19,0,19,1,6/30/2014,2.50,"3,180","7,904",0,0,3,"1,810","1,370",2006,2813 NE 4th Ct,Renton,WA 98056
2003 Ne 117Th St,Seattle,WA,98125,"$438,750",3,1 3/4,3 bd | 1.75 ba,"1,610",$273,0,No,No,None,Good,78,1988,37,1,5/28/2014,1.75,"1,610","6,480",0,0,4,"1,610",0,1947,2003 NE 117th St,Seattle,WA 98125
18504 57Th Ave Ne,Kenmore,WA,98028,"$438,000",3,1 3/4,3 bd | 1.75 ba,"1,650",$265,0,No,No,None,Good,64,2001,24,1,5/27/2014,1.75,"1,650","12,940",0,0,4,"1,650",0,1961,18504 57th Ave NE,Kenmore,WA 98028
848 Ne 67Th St,Seattle,WA,98115,"$438,000",2,2  ,2 bd | 2. ba,"1,270",$345,0,No,No,None,Average,25,0,25,3,7/8/2014,2.00,"1,270","1,372",0,0,3,"1,270",0,2000,848 NE 67th St,Seattle,WA 98115
2302 Ne 91St St,Seattle,WA,98115,"$438,000",3,1 3/4,3 bd | 1.75 ba,"1,520",$288,0,No,Yes,None,Average,77,1994,31,1,6/24/2014,1.75,"1,520","6,380",0,0,3,790,730,1948,2302 NE 91st St,Seattle,WA 98115
12711 470Th Ave Se,North Bend,WA,98045,"$437,500",3,2 1/2,3 bd | 2.5 ba,"2,320",$189,1,No,No,Good,Average,33,0,33,2,5/16/2014,2.50,"2,320","36,847",0,2,3,"2,320",0,1992,12711 470th Ave SE,North Bend,WA 98045
114 210Th Ave Ne,Sammamish,WA,98074,"$437,500",5,3 1/2,5 bd | 3.5 ba,"3,690",$119,0,No,Yes,None,Average,19,0,19,2,6/12/2014,3.50,"3,690","11,928",0,0,3,"2,540","1,150",2006,114 210th Ave NE,Sammamish,WA 98074
309 Nw 89Th St,Seattle,WA,98117,"$437,500",3,2  ,3 bd | 2. ba,"1,490",$294,0,No,No,None,Excellent,77,1985,40,2,7/7/2014,2.00,"1,490","4,800",0,0,5,"1,490",0,1948,309 NW 89th St,Seattle,WA 98117
23047 Ne 130Th St,Redmond,WA,98053,"$437,000",2,1 3/4,2 bd | 1.75 ba,"1,440",$303,0,No,No,None,Average,20,0,20,1,6/19/2014,1.75,"1,440","4,225",0,0,3,"1,440",0,2005,23047 NE 130th St,Redmond,WA 98053
8619 169Th Ct Ne,Redmond,WA,98052,"$437,000",4,2 1/2,4 bd | 2.5 ba,"1,890",$231,0,No,Yes,None,Average,45,0,45,1,6/24/2014,2.50,"1,890","8,505",0,0,3,"1,290",600,1980,8619 169th Ct NE,Redmond,WA 98052
808 Hoquiam Ave Ne,Renton,WA,98059,"$437,000",3,2 3/4,3 bd | 2.75 ba,"2,580",$169,0,No,No,None,Average,17,0,17,2,5/14/2014,2.75,"2,580","5,200",0,0,3,"2,580",0,2008,808 Hoquiam Ave NE,Renton,WA 98059
9702 12Th Ave Nw,Seattle,WA,98117,"$437,000",2,1 3/4,2 bd | 1.75 ba,"1,500",$291,0,No,Yes,None,Good,83,1982,43,1,6/4/2014,1.75,"1,500","6,800",0,0,4,910,590,1942,9702 12th Ave NW,Seattle,WA 98117
16633 Westside Hwy Sw,Vashon,WA,98070,"$437,000",5,2  ,5 bd | 2. ba,"2,120",$206,3,No,No,None,Average,112,1983,42,1.5,6/3/2014,2.00,"2,120","137,565",0,0,3,"2,120",0,1913,16633 Westside Hwy SW,Vashon,WA 98070
16527 191St Pl Ne,Woodinville,WA,98072,"$437,000",3,1 3/4,3 bd | 1.75 ba,"2,220",$197,0,No,No,None,Good,58,0,58,1,7/7/2014,1.75,"2,220","17,568",0,0,4,"2,220",0,1967,16527 191st Pl NE,Woodinville,WA 98072
16021-16299 Waynita Way Ne,Bothell,WA,98011,"$436,500",5,3  ,5 bd | 3. ba,"3,110",$140,0,No,Yes,None,Average,48,2004,21,1,6/20/2014,3.00,"3,110","12,429",0,0,3,"1,790","1,320",1977,16021-16299 Waynita Way NE,Bothell,WA 98011
133Rd Ave Se,Renton,WA,98058,"$436,500",4,2 1/2,4 bd | 2.5 ba,"2,290",$191,0,No,No,None,Good,37,0,37,2,6/30/2014,2.50,"2,290","11,173",0,0,4,"2,290",0,1988,133rd Ave SE,Renton,WA 98058
3028 Nw 68Th St,Seattle,WA,98117,"$436,500",2,1  ,2 bd | 1. ba,"1,260",$346,0,No,Yes,None,Average,74,1994,31,1,5/29/2014,1.00,"1,260","5,000",0,0,3,"1,040",220,1951,3028 NW 68th St,Seattle,WA 98117
1156 N 93Rd St,Seattle,WA,98103,"$436,110",3,2 1/2,3 bd | 2.5 ba,"1,770",$246,0,No,Yes,None,Average,18,0,18,3,5/2/2014,2.50,"1,770","1,235",0,0,3,"1,600",170,2007,1156 N 93rd St,Seattle,WA 98103
1524 30Th Ave,Seattle,WA,98122,"$436,000",2,1  ,2 bd | 1. ba,790,$552,0,No,No,None,Average,76,1998,27,1,6/19/2014,1.00,790,"6,600",0,0,3,790,0,1949,1524 30th Ave,Seattle,WA 98122
5922 44Th Ave Sw,Seattle,WA,98136,"$435,500",3,3 1/2,3 bd | 3.5 ba,"1,240",$351,0,No,Yes,None,Average,17,0,17,2,6/12/2014,3.50,"1,240","1,666",0,0,3,"1,000",240,2008,5922 44th Ave SW,Seattle,WA 98136
7436 Se 76Th St,Mercer Island,WA,98040,"$435,000",4,3  ,4 bd | 3. ba,"4,260",$102,0,No,No,Good,Average,25,0,25,2,5/28/2014,3.00,"4,260","18,000",0,2,3,"4,260",0,2000,7436 SE 76th St,Mercer Island,WA 98040
3824 35Th Ave Sw,Seattle,WA,98126,"$435,000",3,1  ,3 bd | 1. ba,"1,270",$343,0,No,No,Good,Average,97,1954,71,1.5,5/27/2014,1.00,"1,270","4,000",0,2,3,"1,270",0,1928,3824 35th Ave SW,Seattle,WA 98126
Tolt Pipeline Trail,Bothell,WA,98011,"$435,000",3,2 1/2,3 bd | 2.5 ba,"1,900",$229,0,No,No,None,Average,32,0,32,2,7/2/2014,2.50,"1,900","7,984",0,0,3,"1,900",0,1993,Tolt Pipeline Trail,Bothell,WA 98011
18447-18509 94Th Ave Ne,Bothell,WA,98011,"$435,000",4,2 3/4,4 bd | 2.75 ba,"2,110",$206,0,No,Yes,None,Average,63,2003,22,1,6/26/2014,2.75,"2,110","8,751",0,0,3,"1,510",600,1962,18447-18509 94th Ave NE,Bothell,WA 98011
16023 271St Pl Ne,Duvall,WA,98019,"$435,000",3,2 1/2,3 bd | 2.5 ba,"2,300",$189,0,No,No,None,Average,22,0,22,2,6/16/2014,2.50,"2,300","9,521",0,0,3,"2,300",0,2003,16023 271st Pl NE,Duvall,WA 98019
28219 Ne 149Th Pl,Duvall,WA,98019,"$435,000",3,2 1/2,3 bd | 2.5 ba,"2,530",$172,0,No,No,None,Average,32,0,32,2,7/1/2014,2.50,"2,530","13,446",0,0,3,"2,530",0,1993,28219 NE 149th Pl,Duvall,WA 98019
4309 327Th Pl Se,Fall City,WA,98024,"$435,000",5,2 1/4,5 bd | 2.25 ba,"1,970",$221,0,No,Yes,None,Average,39,0,39,1,6/10/2014,2.25,"1,970","15,247",0,0,3,"1,450",520,1986,4309 327th Pl SE,Fall City,WA 98024
13009 230Th Ave Se,Issaquah,WA,98027,"$435,000",3,1 3/4,3 bd | 1.75 ba,"2,220",$196,3,No,Yes,None,Average,37,2000,25,1,6/3/2014,1.75,"2,220","132,858",0,0,3,"1,110","1,110",1988,13009 230th Ave SE,Issaquah,WA 98027
19011 Se 283Rd St,Kent,WA,98042,"$435,000",4,2 3/4,4 bd | 2.75 ba,"3,270",$133,1,No,Yes,None,Good,42,0,42,2,6/6/2014,2.75,"3,270","50,994",0,0,4,"2,720",550,1983,19011 SE 283rd St,Kent,WA 98042
8528 Ne 142Nd St,Kirkland,WA,98034,"$435,000",3,1 3/4,3 bd | 1.75 ba,"1,500",$290,0,No,No,None,Average,28,0,28,1,6/13/2014,1.75,"1,500","8,173",0,0,3,"1,500",0,1997,8528 NE 142nd St,Kirkland,WA 98034
1356 Elma Pl Ne,Renton,WA,98059,"$435,000",4,2 1/2,4 bd | 2.5 ba,"2,150",$202,0,No,No,None,Average,15,0,15,2,7/8/2014,2.50,"2,150","3,143",0,0,3,"2,150",0,2010,1356 Elma Pl NE,Renton,WA 98059
576 Field Pl Ne,Renton,WA,98059,"$435,000",4,2 1/2,4 bd | 2.5 ba,"2,550",$171,0,No,No,None,Average,16,0,16,2,7/9/2014,2.50,"2,550","5,200",0,0,3,"2,550",0,2009,576 Field Pl NE,Renton,WA 98059
4202 4Th Ave Ne,Seattle,WA,98105,"$435,000",2,1  ,2 bd | 1. ba,"1,060",$410,0,No,No,None,Good,82,0,82,1.5,6/25/2014,1.00,"1,060","3,036",0,0,4,"1,060",0,1943,4202 4th Ave NE,Seattle,WA 98105
3465 21St Ave W,Seattle,WA,98199,"$435,000",3,2 1/4,3 bd | 2.25 ba,"1,230",$354,0,No,Yes,None,Average,16,0,16,2,6/17/2014,2.25,"1,230","1,238",0,0,3,"1,080",150,2009,3465 21st Ave W,Seattle,WA 98199
802 Ne 80Th St,Seattle,WA,98115,"$435,000",2,1  ,2 bd | 1. ba,"1,260",$345,0,No,No,None,Excellent,99,0,99,1.5,6/6/2014,1.00,"1,260","4,080",0,0,5,"1,260",0,1926,802 NE 80th St,Seattle,WA 98115
9729 Dibble Ave Nw,Seattle,WA,98117,"$435,000",3,1 3/4,3 bd | 1.75 ba,"1,310",$332,0,No,No,None,Good,77,0,77,1,6/19/2014,1.75,"1,310","8,065",0,0,4,"1,310",0,1948,9729 Dibble Ave NW,Seattle,WA 98117
1101 23Rd Ave S,Seattle,WA,98144,"$435,000",4,2  ,4 bd | 2. ba,"1,880",$231,0,No,Yes,None,Average,121,0,121,1,6/30/2014,2.00,"1,880","3,840",0,0,3,970,910,1904,1101 23rd Ave S,Seattle,WA 98144
1021 Ne 120Th St,Seattle,WA,98125,"$435,000",3,2 1/4,3 bd | 2.25 ba,"1,890",$230,0,No,Yes,None,Good,52,0,52,1,6/9/2014,2.25,"1,890","7,200",0,0,4,"1,230",660,1973,1021 NE 120th St,Seattle,WA 98125
5451 Fauntleroy Way Sw,Seattle,WA,98136,"$435,000",3,2  ,3 bd | 2. ba,"1,980",$220,0,No,No,None,Average,18,0,18,3,6/16/2014,2.00,"1,980","2,674",0,0,3,"1,980",0,2007,5451 Fauntleroy Way SW,Seattle,WA 98136
3306 Ne 70Th St,Seattle,WA,98115,"$435,000",2,1  ,2 bd | 1. ba,"1,230",$354,0,No,No,None,Average,97,1954,71,1,6/17/2014,1.00,"1,230","3,800",0,0,3,"1,230",0,1928,3306 NE 70th St,Seattle,WA 98115
830 Davis Pl S,Seattle,WA,98144,"$435,000",3,2  ,3 bd | 2. ba,980,$444,0,No,No,None,Average,85,1996,29,1,6/6/2014,2.00,980,"5,000",0,0,3,980,0,1940,830 Davis Pl S,Seattle,WA 98144
136 N 101St St,Seattle,WA,98133,"$435,000",3,2 1/2,3 bd | 2.5 ba,"1,420",$306,0,No,No,None,Average,21,2003,22,3,6/11/2014,2.50,"1,420","2,581",0,0,3,"1,420",0,2004,136 N 101st St,Seattle,WA 98133
13362 3Rd Ave Ne,Seattle,WA,98125,"$435,000",4,2 3/4,4 bd | 2.75 ba,"2,230",$195,0,No,Yes,None,Average,27,2006,19,1,7/8/2014,2.75,"2,230","9,640",0,0,3,"1,320",910,1998,13362 3rd Ave NE,Seattle,WA 98125
1111 Nw 64Th St,Seattle,WA,98107,"$435,000",2,1  ,2 bd | 1. ba,800,$544,0,No,No,None,Average,119,2014,11,1,6/9/2014,1.00,800,"5,000",0,0,3,800,0,1906,1111 NW 64th St,Seattle,WA 98107
7125 Silent Creek Ave Se,Snoqualmie,WA,98065,"$435,000",4,2 1/4,4 bd | 2.25 ba,"2,140",$203,0,No,No,None,Average,23,0,23,2,5/13/2014,2.25,"2,140","6,355",0,0,3,"2,140",0,2002,7125 Silent Creek Ave SE,Snoqualmie,WA 98065
