Address,City,State,Zip,Price,Bedrooms,Bathrooms,Living Area (SqFt),Price per SqFt,Lot Size (Acres),Waterfront,Basement,View,Condition,Home Age,Year Renovated,Years Since Update,Floors,,
2148 N 115Th St,Seattle,WA,98133,"$389,000",4.00,2,"2,400",$162 ,0,No,Yes,None,Good,98,0,98,1.5,,
2043 Ne 98Th St,Seattle,WA,98115,"$389,000",2.00,1,910,$427 ,0,No,No,None,Average,73,2008,17,1,,
16032 Se 170Th Pl,Renton,WA,98058,"$388,000",4.00,3,"2,440",$159 ,0,No,No,None,Average,32,0,32,2,,
12632 93Rd Pl Ne,Kirkland,WA,98034,"$387,885",3.00,2,"1,590",$244 ,0,No,Yes,None,Excellent,87,0,87,1.5,,
18975 Marine View Dr Sw,Normandy Park,WA,98166,"$387,500",3.00,1,"1,560",$248 ,0,No,No,None,Good,72,1983,42,1,,
1505 29Th Ave,Seattle,WA,98122,"$387,500",4.00,1,"1,320",$294 ,0,No,No,None,Average,96,0,96,1.5,,
801-921 Martin Luther King Jr Way S,Seattle,WA,98144,"$387,000",2.00,2,"1,230",$315 ,0,No,Yes,None,Average,13,1912,113,2,,
9881 244Th Pl Ne,Redmond,WA,98053,"$386,380",3.00,3,"1,720",$225 ,0,No,No,None,Average,15,0,15,2,,
22500-22614 16Th Ave S,Des Moines,WA,98198,"$386,000",4.00,2,"2,050",$188 ,0,No,Yes,Good,Average,60,1993,32,2,,
3613 Gilman Ave W,Seattle,WA,98199,"$386,000",3.00,2,"1,270",$304 ,0,No,Yes,None,Average,21,2003,22,2,,
9225-9305 Mitten Ave Se,Snoqualmie,WA,98065,"$386,000",2.00,3,"1,620",$238 ,0,No,No,None,Average,17,0,17,2,,
9215 Ne 183Rd St,Bothell,WA,98011,"$385,500",3.00,2,"1,540",$250 ,0,No,Yes,None,Average,64,2004,21,1,,
9014 34Th Ave Sw,Seattle,WA,98126,"$385,200",4.00,1,"1,550",$249 ,0,No,No,None,Average,71,2005,20,1.5,,
7310 Sw Maury Park Rd,Vashon,WA,98070,"$385,000",2.00,1,830,$464 ,1,Yes,No,Great,Good,97,0,97,1,,
4115 Sw 106Th St,Seattle,WA,98146,"$385,000",3.00,2,"1,480",$260 ,0,No,Yes,Good,Average,82,2002,23,1,,
16204 Se 8Th St,Bellevue,WA,98008,"$385,000",3.00,1,"1,250",$308 ,0,No,No,None,Good,69,0,69,1,,
6428 Ne 184Th St,Kenmore,WA,98028,"$385,000",3.00,2,"1,490",$258 ,0,No,No,None,Good,66,0,66,1,,
19215 58Th Ave Ne,Kenmore,WA,98028,"$385,000",3.00,2,"1,710",$225 ,0,No,Yes,None,Average,47,0,47,1,,
18901 Se 281St St,Kent,WA,98042,"$385,000",4.00,3,"2,700",$143 ,1,No,No,None,Average,41,0,41,2,,
23310 118Th Pl Se,Kent,WA,98031,"$385,000",4.00,3,"3,200",$120 ,1,No,Yes,None,Excellent,55,0,55,1,,
26525 Woodland Way S,Kent,WA,98030,"$385,000",3.00,2,"2,310",$167 ,0,No,Yes,None,Good,47,2000,25,1,,
9813 Ne 140Th St,Kirkland,WA,98034,"$385,000",4.00,2,"1,720",$224 ,0,No,Yes,None,Average,54,0,54,1,,
14407 88Th Ave Ne,Kirkland,WA,98034,"$385,000",3.00,2,"1,230",$313 ,0,No,No,None,Average,38,2000,25,1,,
26920 229Th Pl Se,Maple Valley,WA,98038,"$385,000",4.00,3,"2,960",$130 ,0,No,No,None,Average,19,0,19,2,,
5115 Ne 5Th Pl,Renton,WA,98059,"$385,000",4.00,3,"2,050",$188 ,0,No,No,None,Average,19,0,19,2,,
23013 Ne 28Th St,Sammamish,WA,98074,"$385,000",3.00,2,"1,180",$326 ,0,No,Yes,None,Good,44,0,44,1,,
1915 E Marion St,Seattle,WA,98122,"$385,000",3.00,1,"1,220",$316 ,0,No,No,None,Average,124,0,124,1,,
3405 35Th Ave S,Seattle,WA,98144,"$385,000",4.00,2,"1,690",$228 ,0,No,Yes,None,Good,41,0,41,1,,
10559 Evanston Ave N,Seattle,WA,98133,"$385,000",3.00,2,"1,920",$201 ,0,No,Yes,None,Good,104,0,104,1,,
10037 Interlake Ave N,Seattle,WA,98133,"$385,000",4.00,2,"1,620",$238 ,0,No,Yes,None,Good,78,1988,37,1,,
7612 Sw 258Th Ct,Vashon,WA,98070,"$385,000",3.00,2,"1,590",$242 ,0,No,No,None,Average,25,0,25,2,,
7556 Ne 203Rd St,Kenmore,WA,98028,"$384,950",3.00,3,"1,860",$207 ,0,No,No,None,Average,25,0,25,2,,
1021 Ne 123Rd St,Seattle,WA,98125,"$384,400",3.00,3,"1,689",$228 ,0,No,No,None,Average,17,0,17,3,,
35131 Se Ridge St,Snoqualmie,WA,98065,"$384,000",3.00,3,"1,700",$226 ,0,No,No,None,Average,22,0,22,2,,
14911 57Th Ave S,Tukwila,WA,98168,"$383,962",4.00,3,"2,700",$142 ,0,No,No,None,Average,24,0,24,2,,
22442-22446 Southeast 281St Court,Maple Valley,WA,98038,"$383,000",4.00,3,"2,160",$177 ,0,No,No,None,Average,15,0,15,2,,
608 Riverside Dr Se,North Bend,WA,98045,"$383,000",3.00,2,"2,090",$183 ,0,No,No,None,Average,64,2004,21,1,,
8639 36Th Ave Sw,Seattle,WA,98126,"$383,000",3.00,1,"1,800",$213 ,0,No,Yes,None,Good,83,1982,43,1,,
19121 Ne 173Rd St,Woodinville,WA,98072,"$383,000",3.00,2,"1,500",$255 ,0,No,No,None,Average,48,2004,21,1,,
425-445 Mt Defiance Cir Sw,Issaquah,WA,98027,"$382,500",3.00,2,"1,040",$368 ,0,No,No,None,Good,58,0,58,1,,
11824 Se 203Rd St,Kent,WA,98031,"$382,500",4.00,3,"2,210",$173 ,0,No,No,None,Average,32,0,32,2,,
3825 Ne 117Th St,Seattle,WA,98125,"$382,500",2.00,1,"1,190",$321 ,0,No,No,None,Average,44,2013,12,1,,
519 Ne 79Th St,Seattle,WA,98115,"$381,500",2.00,1,900,$424 ,0,No,No,None,Excellent,101,1956,69,1,,
16044 33Rd Ave Ne,Lake Forest Park,WA,98155,"$381,000",3.00,2,"1,460",$261 ,0,No,No,None,Average,71,2005,20,1,,
1115 Ne 168Th St,Shoreline,WA,98155,"$381,000",3.00,2,"1,800",$212 ,0,No,Yes,None,Excellent,75,0,75,1,,
13602 Se 186Th Pl,Renton,WA,98058,"$380,681",4.00,3,"2,620",$145 ,0,No,No,None,Average,34,0,34,2,,
26856 12Th Ave S,Des Moines,WA,98198,"$380,000",4.00,3,"1,984",$192 ,1,No,Yes,None,Average,63,2003,22,1,,
52435 Se 496Th Pl,Enumclaw,WA,98022,"$380,000",3.00,2,"1,860",$204 ,0,No,No,None,Good,62,0,62,2,,
18507 71St Ave Ne,Kenmore,WA,98028,"$380,000",4.00,2,"2,150",$177 ,0,No,Yes,None,Average,62,2008,17,1,,
19504 Se 324Th St,Kent,WA,98042,"$380,000",4.00,3,"2,150",$177 ,1,No,No,None,Average,34,0,34,2,,
24729 Se 276Th Pl,Maple Valley,WA,98038,"$380,000",4.00,3,"2,800",$136 ,0,No,No,None,Average,23,0,23,2,,
2107 Davis Ave S,Renton,WA,98055,"$380,000",4.00,3,"2,540",$150 ,0,No,Yes,None,Average,25,0,25,2,,
4112 38Th Ave Sw,Seattle,WA,98126,"$380,000",2.00,1,780,$487 ,0,No,No,None,Average,107,0,107,1,,
2031 S Washington St,Seattle,WA,98144,"$380,000",2.00,3,"1,230",$309 ,0,No,Yes,None,Average,14,0,14,2,,
4355 Jill Pl S,Seattle,WA,98108,"$380,000",3.00,2,"1,690",$225 ,0,No,Yes,None,Average,17,0,17,2,,
8803 38Th Ave S,Seattle,WA,98118,"$380,000",5.00,4,"2,420",$157 ,0,No,No,None,Average,12,1923,102,2,,
4218 Sw Sullivan St,Seattle,WA,98136,"$380,000",3.00,2,"1,520",$250 ,0,No,Yes,None,Average,76,1998,27,1,,
5021 Fauntleroy Way Sw,Seattle,WA,98136,"$380,000",3.00,2,"1,660",$229 ,0,No,No,None,Average,76,1998,27,1,,
4532 13Th Ave S,Seattle,WA,98108,"$380,000",2.00,1,"1,210",$314 ,0,No,Yes,None,Average,75,2005,20,1,,
236 Nw 176Th Pl,Shoreline,WA,98177,"$380,000",4.00,2,"1,680",$226 ,0,No,Yes,None,Average,66,1989,36,1,,
6601 Ne 153Rd Pl,Kenmore,WA,98028,"$379,950",3.00,2,"1,690",$225 ,0,No,Yes,None,Good,69,0,69,1,,
17510 12Th Ave Ne,Shoreline,WA,98155,"$379,950",3.00,3,"1,860",$204 ,0,No,No,None,Average,18,0,18,3,,
8430 8Th Ave Sw,Seattle,WA,98106,"$379,900",5.00,4,"2,800",$136 ,0,No,No,None,Average,30,0,30,2,,
3429 49Th Ave Sw,Seattle,WA,98116,"$379,509",2.00,1,880,$431 ,0,No,No,None,Average,75,2005,20,1,,
2082 Nw Boulder Way Dr,Issaquah,WA,98027,"$379,500",3.00,2,"1,410",$269 ,0,No,Yes,None,Average,20,0,20,2,,
1709 Ne 86Th St,Seattle,WA,98115,"$379,000",2.00,1,800,$474 ,0,No,No,Good,Average,85,1996,29,1,,
11807 Ne 105Th Ct,Kirkland,WA,98033,"$379,000",3.00,3,"1,530",$248 ,0,No,No,None,Good,39,0,39,2,,
47518 Se 153Rd St,North Bend,WA,98045,"$379,000",3.00,3,"1,740",$218 ,1,No,No,None,Average,33,0,33,2,,
11303 146Th Ave Se,Renton,WA,98059,"$379,000",4.00,2,"2,020",$188 ,0,No,No,None,Good,65,2001,24,1,,
3508 S Genesee St,Seattle,WA,98118,"$378,750",3.00,3,"2,160",$175 ,0,No,Yes,None,Average,116,2011,14,1.5,,
14921 Se Auburn-Black Diamond Rd,Auburn,WA,98092,"$378,500",3.00,3,"2,860",$132 ,1,No,No,None,Good,35,0,35,2,,
2048 Ne 97Th St,Seattle,WA,98115,"$378,500",2.00,1,730,$518 ,0,No,No,None,Average,79,0,79,1,,
41936 Se 168Th St,North Bend,WA,98045,"$378,000",4.00,3,"1,890",$200 ,0,No,Yes,None,Average,47,0,47,1,,
12341 10Th Pl Ne,Seattle,WA,98125,"$378,000",3.00,3,"1,601",$236 ,0,No,Yes,None,Average,18,0,18,3,,
13327 30Th Ave Ne,Seattle,WA,98125,"$378,000",5.00,3,"2,760",$137 ,0,No,Yes,None,Good,65,2001,24,1,,
18318 Meridian Ave N,Shoreline,WA,98133,"$377,691",5.00,2,"2,120",$178 ,0,No,Yes,None,Good,83,1982,43,1,,
2012 Nw Boulder Way Dr,Issaquah,WA,98027,"$377,500",3.00,2,"1,410",$268 ,0,No,Yes,None,Average,20,0,20,2,,
25025 234Th Pl Se,Maple Valley,WA,98038,"$376,000",4.00,3,"2,420",$155 ,0,No,No,None,Average,20,0,20,2,,
9245-9249 Fremont Ave N,Seattle,WA,98103,"$376,000",3.00,2,"1,340",$281 ,0,No,No,None,Average,17,0,17,3,,
2825 W Elmore St,Seattle,WA,98199,"$376,000",2.00,1,"1,150",$327 ,0,No,No,None,Average,78,2012,13,1,,
31207 22Nd Ave Sw,Federal Way,WA,98023,"$375,900",6.00,2,"2,550",$147 ,1,No,Yes,None,Good,67,1972,53,1,,
3005 Ne 194Th St,Lake Forest Park,WA,98155,"$375,500",3.00,2,"1,530",$245 ,0,No,No,None,Average,50,0,50,1,,
9801-9999 Ne 183Rd St,Bothell,WA,98011,"$375,000",4.00,2,"2,400",$156 ,0,No,No,None,Average,112,1945,80,2,,
475 S 190Th St,Burien,WA,98148,"$375,000",4.00,3,"2,210",$170 ,0,No,No,None,Average,26,0,26,2,,
26004 18Th Ave S,Des Moines,WA,98198,"$375,000",4.00,3,"2,790",$134 ,0,No,No,None,Average,20,0,20,2,,
16621 Se 235Th St,Kent,WA,98042,"$375,000",3.00,2,"2,530",$148 ,1,No,Yes,None,Good,48,0,48,1,,
25921-25929 35Th Pl S,Kent,WA,98032,"$375,000",6.00,2,"3,206",$117 ,0,No,No,None,Average,13,1912,113,2,,
1826 4Th St,Kirkland,WA,98033,"$375,000",5.00,3,"3,370",$111 ,0,No,No,None,Average,24,0,24,2,,
13607 128Th Ave Ne,Kirkland,WA,98034,"$375,000",3.00,2,"1,440",$260 ,0,No,No,None,Average,52,2013,12,1,,
20404 289Th Ave Se,Maple Valley,WA,98038,"$375,000",4.00,3,"2,040",$184 ,3,No,No,None,Good,52,0,52,1.5,,
217 Sw 191St St,Normandy Park,WA,98166,"$375,000",3.00,1,"1,190",$315 ,0,No,No,None,Good,72,1983,42,1,,
13780 Ne 77Th Pl,Redmond,WA,98052,"$375,000",3.00,2,960,$391 ,0,No,No,None,Average,63,2003,22,1,,
10309 Se 190Th Pl,Renton,WA,98055,"$375,000",4.00,3,"1,870",$201 ,0,No,No,None,Average,35,2009,16,2,,
1700 E Columbia St,Seattle,WA,98122,"$375,000",2.00,3,750,$500 ,0,No,No,None,Average,19,0,19,2,,
6018 41St Ave Sw,Seattle,WA,98136,"$375,000",2.00,1,820,$457 ,0,No,No,None,Good,103,0,103,1,,
2001 S Norman St,Seattle,WA,98144,"$375,000",3.00,2,"1,100",$341 ,0,No,Yes,None,Average,18,0,18,2,,
3257 Nw Market St,Seattle,WA,98107,"$375,000",2.00,1,"1,230",$305 ,0,No,Yes,None,Good,77,0,77,2,,
6609 43Rd Ave S,Seattle,WA,98118,"$375,000",4.00,2,"2,200",$170 ,0,No,Yes,None,Excellent,70,0,70,1,,
549 27Th Ave,Seattle,WA,98122,"$375,000",4.00,2,"1,240",$302 ,0,No,Yes,None,Average,117,1988,37,1,,
5230 S Rose St,Seattle,WA,98118,"$375,000",3.00,2,"2,000",$188 ,0,No,Yes,None,Average,60,1993,32,1,,
2475 Ne 182Nd Ct,Shoreline,WA,98155,"$375,000",3.00,3,"1,950",$192 ,0,No,No,None,Average,28,0,28,2,,
2145 N 178Th St,Shoreline,WA,98133,"$375,000",4.00,2,"1,890",$198 ,0,No,Yes,None,Good,65,2001,24,1,,
13300 Ne 186Th St,Woodinville,WA,98072,"$375,000",3.00,2,"1,660",$226 ,0,No,Yes,None,Average,49,0,49,1,,
8548 Nesbit Ave N,Seattle,WA,98103,"$374,950",3.00,2,"1,390",$270 ,0,No,No,None,Average,18,0,18,3,,
8133 Ne 158Th St,Kenmore,WA,98028,"$374,500",3.00,2,"1,400",$268 ,0,No,No,None,Average,41,0,41,2,,
12401 Ne 108Th Ln,Kirkland,WA,98033,"$374,000",3.00,2,"2,000",$187 ,0,No,No,None,Good,64,2001,24,1,,
243 Edmonds Pl Ne,Renton,WA,98056,"$374,000",4.00,3,"2,580",$145 ,0,No,No,None,Average,21,2003,22,2,,
2900-2948 S Irving St,Seattle,WA,98144,"$374,000",2.00,2,"1,260",$297 ,0,No,No,None,Average,24,0,24,2,,
15616 173Rd Ave Ne,Woodinville,WA,98072,"$374,000",3.00,1,"1,200",$312 ,0,No,No,None,Good,54,0,54,1,,
108 Nw 41St St,Seattle,WA,98107,"$373,500",2.00,1,800,$467 ,0,No,No,None,Average,107,0,107,1,,
25523 123Rd Pl Se,Kent,WA,98030,"$373,000",5.00,3,"3,001",$124 ,0,No,No,None,Average,19,0,19,2,,
5232 36Th Ave Sw,Seattle,WA,98126,"$373,000",3.00,1,"1,770",$211 ,0,No,Yes,None,Good,99,1993,32,1.5,,
16016 Burke Ave N,Shoreline,WA,98133,"$373,000",4.00,2,"1,590",$235 ,0,No,No,None,Good,65,2001,24,2,,
18581 134Th Pl Ne,Woodinville,WA,98072,"$373,000",3.00,3,"1,670",$223 ,0,No,No,None,Average,26,0,26,2,,
2522 230Th Ave Ne,Sammamish,WA,98074,"$372,500",3.00,2,"1,180",$316 ,0,No,Yes,None,Average,44,2013,12,1,,
5537 S 119Th St,Seattle,WA,98178,"$372,500",5.00,3,"2,480",$150 ,0,No,Yes,None,Average,21,2003,22,1,,
14556 Stone Ave N,Shoreline,WA,98133,"$372,500",4.00,2,"1,590",$234 ,0,No,No,None,Good,103,0,103,2,,
4607 Sw Cloverdale St,Seattle,WA,98136,"$372,220",3.00,1,"1,290",$289 ,0,No,Yes,None,Average,74,1994,31,1,,
16803 426Th Pl Se,North Bend,WA,98045,"$372,000",4.00,2,"1,960",$190 ,0,No,Yes,None,Excellent,46,0,46,1,,
9233 25Th Ave Sw,Seattle,WA,98106,"$371,500",3.00,1,"1,650",$225 ,0,No,Yes,None,Good,71,1979,46,1,,
2320 N 161St St,Shoreline,WA,98133,"$371,500",3.00,2,"1,370",$271 ,0,No,No,None,Excellent,61,0,61,1,,
10536 Ne 148Th Ct,Bothell,WA,98011,"$371,025",3.00,2,"1,530",$243 ,0,No,No,None,Average,48,2004,21,1,,
27815 256Th Ct Se,Maple Valley,WA,98038,"$371,000",4.00,3,"2,550",$145 ,0,No,No,None,Average,20,0,20,2,,
2142 N 90Th St,Seattle,WA,98103,"$371,000",3.00,2,"1,420",$261 ,0,No,No,None,Average,66,1989,36,1,,
3843 Ne 113Th St,Seattle,WA,98125,"$371,000",3.00,1,890,$417 ,0,No,No,None,Average,74,1994,31,1,,
10867-11003 Se 295Th St,Auburn,WA,98092,"$370,000",4.00,3,"3,150",$117 ,2,No,Yes,None,Good,60,0,60,1,,
12713 Se 302Nd St,Auburn,WA,98092,"$370,000",4.00,3,"2,710",$137 ,0,No,No,None,Average,27,2006,19,2,,
34711 5Th Ave Sw,Federal Way,WA,98023,"$370,000",4.00,3,"3,090",$120 ,0,No,No,None,Average,30,0,30,2,,
6340 Ne 196Th St,Kenmore,WA,98028,"$370,000",3.00,2,"2,380",$155 ,0,No,Yes,None,Good,64,2001,24,1,,
13314 Ne 104Th St,Kirkland,WA,98033,"$370,000",2.00,1,"1,220",$303 ,0,No,No,None,Good,78,1988,37,1,,
12054 Ne 137Th Ct,Kirkland,WA,98034,"$370,000",4.00,2,"1,370",$270 ,0,No,Yes,None,Average,53,2002,23,1,,
43719 Se 142Nd St,North Bend,WA,98045,"$370,000",3.00,2,"1,570",$236 ,0,No,No,None,Average,43,0,43,2,,
5127 Ne 4Th Pl,Renton,WA,98059,"$370,000",4.00,3,"2,220",$167 ,0,No,No,None,Average,24,0,24,2,,
125 N Bowdoin Pl,Seattle,WA,98103,"$370,000",3.00,1,800,$463 ,0,No,No,None,Good,117,0,117,1,,
3825 S Angeline St,Seattle,WA,98118,"$370,000",2.00,2,"1,280",$289 ,0,No,Yes,None,Average,16,0,16,2,,
307 Nw 87Th St,Seattle,WA,98117,"$370,000",2.00,1,900,$411 ,0,No,No,None,Average,74,1994,31,1,,
9257 7Th Ave Nw,Seattle,WA,98117,"$370,000",2.00,1,860,$430 ,0,No,No,None,Average,69,2001,24,1,,
3818 53Rd Ave Sw,Seattle,WA,98116,"$370,000",2.00,1,860,$430 ,0,No,No,None,Average,73,2008,17,1,,
14744 31St Ave Ne,Shoreline,WA,98155,"$370,000",3.00,1,"1,320",$280 ,0,No,No,None,Average,43,0,43,1,,
18015 25Th Ave Ne,Shoreline,WA,98155,"$370,000",3.00,2,"1,650",$224 ,0,No,Yes,None,Excellent,74,0,74,1,,
1743 Ne 146Th St,Shoreline,WA,98155,"$370,000",3.00,3,"1,780",$208 ,0,No,No,None,Average,24,0,24,2,,
2125 Ne 6Th Cir,Renton,WA,98056,"$369,990",4.00,3,"1,960",$189 ,0,No,No,None,Average,23,0,23,2,,
14001 28Th Ave Ne,Seattle,WA,98125,"$369,500",3.00,2,"1,650",$224 ,0,No,Yes,None,Good,64,2001,24,1,,
1716 California Ave Sw,Seattle,WA,98116,"$369,000",2.00,3,980,$377 ,0,No,Yes,None,Average,16,0,16,2,,
8102 7Th Ave Sw,Seattle,WA,98106,"$369,000",3.00,2,"1,550",$238 ,0,No,Yes,None,Average,66,1989,36,1,,
932 223Rd Pl Ne,Sammamish,WA,98074,"$368,250",3.00,3,"2,150",$171 ,0,No,No,None,Average,37,2000,25,2,,
8917 Ne 151St Pl,Bothell,WA,98011,"$368,113",4.00,3,"2,590",$142 ,0,No,No,None,Average,34,0,34,2,,
15303 75Th Ave Ne,Kenmore,WA,98028,"$368,000",3.00,2,"1,710",$215 ,0,No,No,None,Good,67,1972,53,1,,
5411 Fauntleroy Way Sw,Seattle,WA,98136,"$368,000",3.00,3,"1,370",$269 ,0,No,Yes,None,Average,18,0,18,2,,
10010 44Th Ave Sw,Seattle,WA,98146,"$368,000",2.00,2,"1,660",$222 ,0,No,Yes,None,Excellent,117,0,117,1,,
5901-5909 17Th Ave Sw,Seattle,WA,98106,"$368,000",4.00,2,"2,100",$175 ,0,No,Yes,None,Average,61,2000,25,1,,
13222 Ne 193Rd Pl,Woodinville,WA,98072,"$368,000",3.00,1,"1,280",$288 ,0,No,No,None,Average,57,1997,28,1,,
17619 197Th Ave Ne,Woodinville,WA,98077,"$367,500",3.00,1,"1,660",$221 ,0,No,Yes,None,Good,47,2000,25,1,,
4816 S 277Th Pl,Auburn,WA,98001,"$367,300",4.00,3,"2,190",$168 ,0,No,No,None,Average,32,0,32,2,,
2632 Nw North Beach Dr,Seattle,WA,98117,"$367,000",2.00,1,700,$524 ,0,No,No,None,Average,80,2010,15,1,,
15511 9Th Ave Ne,Shoreline,WA,98155,"$366,500",4.00,3,"2,070",$177 ,0,No,Yes,None,Excellent,80,0,80,1,,
19223 89Th Ave Ne,Bothell,WA,98011,"$366,000",3.00,2,"1,520",$241 ,0,No,No,None,Average,49,0,49,1,,
8835 Ne 138Th St,Kirkland,WA,98034,"$366,000",3.00,2,"1,510",$242 ,0,No,No,None,Average,58,2011,14,1,,
14923 Se 143Rd Pl,Renton,WA,98059,"$366,000",3.00,2,"1,840",$199 ,0,No,Yes,None,Good,48,0,48,1,,
18120 145Th Pl Ne,Woodinville,WA,98072,"$365,500",3.00,2,"1,410",$259 ,0,No,No,None,Good,42,0,42,1,,
4125 158Th Ave Se,Bellevue,WA,98006,"$365,000",4.00,2,"1,940",$188 ,1,No,No,None,Poor,63,0,63,1,,
14937 20Th Ave Sw,Burien,WA,98166,"$365,000",5.00,2,"2,280",$160 ,0,No,No,None,Average,101,2011,14,1.5,,
7343 Ne 150Th St,Kenmore,WA,98028,"$365,000",3.00,2,"1,300",$281 ,0,No,No,None,Average,62,2008,17,1,,
29245 188 Ave Se,Kent,WA,98042,"$365,000",3.00,3,"1,720",$212 ,2,No,No,None,Good,35,0,35,2,,
17917 162Nd Pl Se,Renton,WA,98058,"$365,000",3.00,3,"2,640",$138 ,0,No,Yes,None,Average,34,0,34,2,,
2803 Sw Bataan St,Seattle,WA,98126,"$365,000",3.00,3,"1,800",$203 ,0,No,No,None,Average,14,0,14,2,,
13727 1St Ave Ne,Seattle,WA,98125,"$365,000",2.00,1,"1,250",$292 ,0,No,No,None,Good,78,1988,37,1,,
15929 Broadway Ave Ne,Duvall,WA,98019,"$364,950",4.00,3,"2,310",$158 ,0,No,No,None,Average,47,0,47,2,,
13124 Se 223Rd Ct,Kent,WA,98031,"$364,900",3.00,3,"2,500",$146 ,0,No,No,None,Average,28,0,28,2,,
3011 Sw Bataan St,Seattle,WA,98126,"$364,000",3.00,3,"1,800",$202 ,0,No,No,None,Average,14,0,14,2,,
16501-16515 Carlyle Hall Rd N,Shoreline,WA,98133,"$364,000",4.00,2,"2,010",$181 ,0,No,Yes,None,Good,68,2001,24,1,,
27433-27475 211Th Ct Se,Maple Valley,WA,98038,"$363,990",4.00,3,"2,240",$162 ,0,No,No,None,Average,11,0,11,2,,
28507 Vashon Hwy Sw,Vashon,WA,98070,"$363,750",3.00,2,"1,726",$211 ,5,No,No,None,Good,43,2011,14,2,,
33415 41St Ave Sw,Federal Way,WA,98023,"$363,000",4.00,3,"3,753",$97 ,0,No,Yes,None,Average,17,0,17,2,,
10734 Whitman Ave N,Seattle,WA,98133,"$363,000",3.00,3,"1,651",$220 ,0,No,Yes,None,Average,17,0,17,2,,
150 Ne 55Th St,Seattle,WA,98105,"$362,750",2.00,2,"1,240",$293 ,0,No,No,None,Average,119,2014,11,1.5,,
417 Se Andrews St,Issaquah,WA,98027,"$362,500",4.00,2,"1,450",$250 ,0,No,No,None,Average,65,2012,13,1,,
1124 29Th Ave S,Seattle,WA,98144,"$362,500",2.00,2,940,$386 ,0,No,No,None,Average,16,0,16,2,,
9226 S 247Th Pl,Kent,WA,98030,"$362,300",3.00,3,"2,430",$149 ,0,No,No,None,Average,28,0,28,2,,
4519 33Rd Ave S,Seattle,WA,98118,"$362,000",5.00,3,"1,810",$200 ,0,No,No,None,Average,27,2006,19,2,,
28764 Redondo Beach Dr S,Des Moines,WA,98198,"$361,000",3.00,1,"1,100",$328 ,0,No,No,Excellent,Good,103,0,103,1.5,,
10703 Greenwood Ave N,Seattle,WA,98133,"$360,500",3.00,3,"1,150",$313 ,0,No,No,None,Average,18,0,18,3,,
27437 237Th Ave Se,Maple Valley,WA,98038,"$360,000",4.00,3,"2,850",$126 ,0,No,No,None,Average,21,2003,22,2,,
8830 Midvale Ave N,Seattle,WA,98103,"$360,000",3.00,2,"1,270",$283 ,0,No,No,None,Average,19,0,19,3,,
933 N 97Th St,Seattle,WA,98103,"$360,000",3.00,3,"1,530",$235 ,0,No,No,None,Average,16,0,16,3,,
13505 16Th Ave Ne,Seattle,WA,98125,"$360,000",4.00,2,"1,720",$209 ,0,No,No,None,Average,72,0,72,1,,
7953 14Th Ave Sw,Seattle,WA,98106,"$360,000",4.00,2,"1,730",$208 ,0,No,Yes,None,Excellent,82,0,82,1,,
10710 Lake City Way Ne,Seattle,WA,98125,"$360,000",3.00,1,"1,050",$343 ,0,No,No,None,Average,71,2005,20,1.5,,
1231 Ne 148Th St,Shoreline,WA,98155,"$360,000",3.00,2,"1,020",$353 ,0,No,No,None,Good,72,1983,42,1.5,,
20015 Burke Ave N,Shoreline,WA,98133,"$360,000",3.00,2,"1,500",$240 ,0,No,No,None,Average,68,2000,25,1,,
19141 1St Ave Nw,Shoreline,WA,98177,"$360,000",3.00,1,"1,570",$229 ,0,No,No,None,Average,71,2005,20,1,,
3714 S 128Th St,Tukwila,WA,98168,"$360,000",3.00,2,"1,800",$200 ,1,No,No,None,Average,94,0,94,2,,
17602 197Th Pl Ne,Woodinville,WA,98077,"$360,000",4.00,2,"1,630",$221 ,0,No,No,None,Excellent,57,0,57,1,,
29701-29727 138Th Ave Se,Auburn,WA,98092,"$359,950",3.00,1,"1,290",$279 ,4,No,No,None,Good,65,2001,24,1,,
11317 82Nd Ave S,Seattle,WA,98178,"$359,950",3.00,2,"1,940",$186 ,0,No,Yes,None,Good,44,0,44,1,,
1633 N 192Nd St,Shoreline,WA,98133,"$359,950",3.00,2,"1,890",$190 ,0,No,No,None,Good,73,0,73,2,,
13038 Se 184Th Pl,Renton,WA,98058,"$359,900",5.00,2,"2,290",$157 ,0,No,Yes,None,Average,52,2013,12,1,,
5608 Elizabeth Loop Se,Auburn,WA,98092,"$359,800",4.00,3,"2,390",$151 ,0,No,No,None,Average,26,0,26,2,,
27721 48Th Ave S,Auburn,WA,98001,"$359,500",4.00,3,"2,140",$168 ,0,No,No,None,Average,32,0,32,2,,
15212 20Th Ave Sw,Burien,WA,98166,"$359,000",5.00,2,"1,940",$185 ,0,No,No,None,Good,72,1983,42,1.5,,
709 N 94Th St,Seattle,WA,98103,"$359,000",3.00,2,"1,360",$264 ,0,No,No,None,Average,17,0,17,3,,
10304 Interlake Ave N,Seattle,WA,98133,"$359,000",3.00,2,"1,550",$232 ,0,No,Yes,None,Average,47,0,47,1,,
42809 260Th Ave Se,Enumclaw,WA,98022,"$358,000",3.00,2,"1,810",$198 ,2,No,No,None,Excellent,56,0,56,1,,
7670 10Th Ave Nw,Snoqualmie,WA,98065,"$358,000",3.00,2,"2,450",$146 ,0,No,No,None,Good,58,0,58,1,,
